Ticker,Volatility,Max_Drawdown,Beta,Liquidity
PETR4,0.23920369274871225,0.22243510142747536,0.782901508783974,35.26301
VALE3,0.2490987079178639,0.19725278702517446,0.8987886472482551,23.864578
ITUB4,0.20763487693154636,0.20309774530336155,0.957975143029722,25.90264652
BBDC4,0.2928467349400763,0.26950544221279404,1.271569465035634,38.9009996
ABEV3,0.22541007776890787,0.20829644157589366,0.7044408800697145,32.71403
